office,name,type,508 Compliant,url,year,programs,keywords,state
Black Bayou Lake National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-black-bayou-lake-national-wildlife-refuge,2013,National Wildlife Refuge System,,
Lake Ophelia National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-lake-ophelia-national-wildlife-refuge,2014,National Wildlife Refuge System,,
Pee Dee National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-pee-dee-national-wildlife-refuge-2119a,2014,National Wildlife Refuge System,,
Logan Cave National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-logan-cave-national-wildlife-refuge,2013,National Wildlife Refuge System,,
Tennesee National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-tennessee-national-wildlife-refuge,2014,National Wildlife Refuge System,,
Tensas River National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-tensas-river-national-wildlife-refuge,2014,National Wildlife Refuge System,,
Roanoke River National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-roanoke-river-national-wildlife-refuge,2013,National Wildlife Refuge System,,
Delta and Breton National Wildlife Refuges,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-delta-and-breton-national-wildlife-refuges,2013,National Wildlife Refuge System,,
Bayou Cocodrie National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-bayou-cocodrie-national-wildlife-refuge,2015,National Wildlife Refuge System,,
Carolina Sandhills National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-carolina-sandhills-national-wildlife-refuge,2014,National Wildlife Refuge System,,
Pond Creek National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-pond-creek-national-wildlife-refuge,2014,National Wildlife Refuge System,,
Upper Ouachita National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/upper-ouachita-national-wildlife-refuge-habitat-management-plan,2011,National Wildlife Refuge System,,
Lower Suwannee National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/lower-suwanee-national-wildlife-refuge-habitat-management-plan,2004,National Wildlife Refuge System,,
Lacassine National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/lacassine-national-wildlife-refuge-habitat-management-plan,2012,National Wildlife Refuge System,,
D'Arbonne National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/darbonne-national-wildlife-refuge-habitat-management-plan,2010,National Wildlife Refuge System,,
Handy Brake National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/handy-brake-national-wildlife-refuge-habitat-management-plan,2012,National Wildlife Refuge System,,
Cameron Prairie National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/cameron-prairie-national-wildlife-refuge-habitat-management-plan,2011,National Wildlife Refuge System,,
Bon Secour National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/bon-secour-national-wildlife-refuge-habitat-management-plan,2006,National Wildlife Refuge System,,
Big Branch Marsh National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/big-branch-marsh-national-wildlife-refuge-habitat-management-plan,2011,National Wildlife Refuge System,,
Panther Swamp National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/panther-swamp-national-wildlife-refuge-habitat-management-plan,1983,National Wildlife Refuge System,,
Atchafalaya National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-atchafalaya-national-wildlife-refuge,2013,National Wildlife Refuge System,,
Bogue Chitto National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-bogue-chitto-national-wildlife-refuge,2013,National Wildlife Refuge System,,
Ernest F. Hollings Ace Basin National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-for-ernest-f-hollings-ace-basin-national-wildlife-refuge,2015,National Wildlife Refuge System,,
Lower Hatchie National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/lower-hatchie-forest-habitat-management-plan,1993,National Wildlife Refuge System,,
Cahaba River National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/cahaba-river-national-wildlife-refuge-habitat-management-plan,2007,National Wildlife Refuge System,,
Bayou Sauvage National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/bayou-sauvage-national-wildlife-refuges-habitat-management-plan,2013,National Wildlife Refuge System,,
Mountain Longleaf National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/mountain-longleaf-national-wildlife-refuge-habitat-management-plan,2005,National Wildlife Refuge System,,
Clarks River National Wildlife Refuge,,Habitat Management Plan,,https://catalog.data.gov/dataset/habitat-management-plan-clarks-river-national-wildlife-refuge,2013,National Wildlife Refuge System,,
Cape Romain National Wildlife Refuge,,Hydrogeomorphic Analysis,,https://catalog.data.gov/dataset/hydrogeomorphic-evaluation-of-ecosystem-restoration-and-management-options-for-cape-romain,,"National Wildlife Refuge System,Inventory and Monitoring",,
Dale Bumpers White River National Wildlife Refuge,,Hydrogeomorphic Analysis,,https://catalog.data.gov/dataset/hydrogeomorphic-evaluation-of-ecosystem-restoration-and-management-options-for-dale-bumper,,"National Wildlife Refuge System,Inventory and Monitoring",,
,Bond Residence,Incidental Take Permit,,permits/incidental-take/bond-residence-panama-city.pdf,2006,Ecological Services,Panama City,
,Coquina Caye condominiums,Incidental Take Permit,,permits/incidental-take/coquina-caye-panama-city.pdf,2014,Ecological Services,Panama City,
,IslandClub property,Incidental Take Permit,,permits/incidental-take/island-club-panama-city.pdf,2008,Ecological Services,Panama City,
,"Lorelei Development, LLC",Incidental Take Permit,,permits/incidental-take/lorelei-panama-city.pdf,2008,Ecological Services,Panama City,
,Marquesas property,Incidental Take Permit,,permits/incidental-take/marquesas-panama-city.pdf,2008,Ecological Services,Panama City,
,Palazzo I,Incidental Take Permit,,permits/incidental-take/palazzo-I-panama-city.pdf,2006,Ecological Services,Panama City,
,Palazzo II,Incidental Take Permit,,permits/incidental-take/palazzo-II-panama-city,2006,Ecological Services,Panama City,
,Retreat property,Incidental Take Permit,,permits/incidental-take/retreat-panama-city.pdf,2006,Ecological Services,Panama City,
,Seabreeze property,Incidental Take Permit,,permits/incidental-take/seabreeze-panama-city.pdf,2011,Ecological Services,Panama City,
,Searenity property,Incidental Take Permit,,permits/incidental-take/searenity-panama-city.pdf,2006,Ecological Services,Panama City,
,"Will & Sikes, Inc. TE206010-0",Incidental Take Permit,,permits/incidental-take/wilson-property-TE206010-0.pdf,2010,Ecological Services,Panama City,
Big Branch Marsh National Wildlife Refuge,,Inventory and Monitoring Plan,,https://catalog.data.gov/dataset/inventory-and-monitoring-plan-big-branch-marsh-national-wildlife-refuge,2016,"National Wildlife Refuge System,Inventory and Monitoring",,
Coldwater River National Wildlife Refuge,,Inventory and Monitoring Plan,,https://catalog.data.gov/dataset/inventory-and-monitoring-plan-coldwater-river-national-wildlife-refuge,2016,"National Wildlife Refuge System,Inventory and Monitoring",,
Pee Dee National Wildlife Refuge,,Inventory and Monitoring Plan,,https://catalog.data.gov/dataset/inventory-monitoring-plan-for-pee-dee-national-wildlife-refuge,2016,"National Wildlife Refuge System,Inventory and Monitoring",,
Dahomey National Wildlife Refuge,,Inventory and Monitoring Plan,,https://catalog.data.gov/dataset/inventory-and-monitoring-plan-dahomey-national-wildlife-refuge,2015,"National Wildlife Refuge System,Inventory and Monitoring",,
Paint Rock River National Wildlife Refuge,Land Protection Plan and Final Environmental Assessment for the Establishment of Paint Rock River National Wildlife Refuge,Land Protection Plan,,land-protection-plan/paint-rock-national-wildlife-refuge.pdf,2015,,,
Grand Bay National Wildlife Refuge,Land Protection Plan and Final Environmental Assessment for the Expansion of Grand Bay National Wildlife Refuge,Land Protection Plan,,land-protection-plan/grand-bay-national-wildlife-refuge.pdf,2012,,,
Cache River National Wildlife Refuge,Land Protection Plan for the Expansion of Cache River National Wildlife Refuge,Land Protection Plan,,land-protection-plan/cache-river-national-wildlife-refuge.pdf,2012,,,
Everglades Headwaters National Wildlife Refuge and Conservation Area,"Land Protection Plan for the Establishment of the 
Everglades Headwaters National Wildlife Refuge 
and Conservation Area
",Land Protection Plan,,land-protection-plan/everglades-headwaters-national-wildlife-refuge.pdf,2012,,,
Ernest F. Hollings Ace Basin National Wildlife Refuge,The Grove Plantation Map,Map,,map/ace-basin-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Alligator River National Wildlife Refuge,,Map,,map/alligator-river-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Bayou Cocodrie National Wildlife Refuge,Bayou Cocodrie Designated Trails,Map,,map/bayou-cocodrie-national-wildlife-refuge-trails.pdf,,National Wildlife Refuge System,,
Bayou Cocodrie National Wildlife Refuge,Bayou Cocodrie Hunt Map,Map,,map/bayou-cocodrie-national-wildlife-refuge-hunt-map.pdf,,National Wildlife Refuge System,,
Bayou Teche National Wildlife Refuge,Hunt Map,Map,,map/bayou-teche-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Big Branch Marsh National Wildlife Refuge,Refuge Map,Map,,map/big-branch-marsh-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Bond Swamp National Wildlife Refuge,Hiking Trails,Map,,map/bond-swamp-national-wildlife-refuge-hiking-trail.pdf,,National Wildlife Refuge System,,
Cache River National Wildlife Refuge,Hunt Map,Map,,map/cache-river-hunt-map.pdf,2019,National Wildlife Refuge System,,
Cameron Prairie National Wildlife Refuge,Fishing Map,Map,,map/cameron-prairie-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
Cape Romain National Wildlife Refuge,Refuge Map,Map,,map/cape-romain-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Carolina Sandhills National Wildlife Refuge,Walking Trails,Map,,map/carolina-sandhills-national-wildlife-refuge-trails.pdf,,National Wildlife Refuge System,,
Catahoula National Wildlife Refuge,Hunting and Fishing Map,Map,,map/catahoula-national-wildlife-refuge-hunt-fish.pdf,,National Wildlife Refuge System,,
Cat Island National Wildlife Refuge,Hunt Map,Map,,map/cat-island-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Cross Creeks National Wildlife Refuge,Refuge Map,Map,,map/cross-creeks-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Currituck National Wildlife Refuge,Hunt Map,Map,TRUE,map/currituck-national-wildlife-refuge-hunt.pdf,2018,National Wildlife Refuge System,,
Overflow National Wildlife Refuge,Refuge Map,Map,TRUE,map/overflow-national-wildlife-refuge.pdf,2020,,,
Felsenthal National Wildlife Refuge,Sand Prairie Trail Map,Map,,map/felsenthal-national-wildlife-refuge-sand-prairie-trail.pdf,,National Wildlife Refuge System,,
Felsenthal National Wildlife Refuge,Hunting and Fishing Map,Map,TRUE,map/felsenthal-national-wildlife-refuge.pdf,2020,National Wildlife Refuge System,,Arkansas
"J. N. ""Ding"" Darling National Wildlife Refuge",Refuge Map,Map,,map/jn-ding-darling-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Lacassine National Wildlife Refuge,Fishing Map,Map,,map/lacassine-national-wildlife-refuge-fish.pdf,,National Wildlife Refuge System,,
Lake Ophelia National Wildlife Refuge,Hunt Map,Map,TRUE,map/lake-ophelia-national-wildlife-refuge.pdf,2019,National Wildlife Refuge System,,
Lower Suwannee (& Cedar Keys) National Wildlife Refuges,Refuge Map,Map,,map/lower-suwannee-cedar-keys-national-wildlife-refuges.pdf,,National Wildlife Refuge System,,
Sam D. Hamilton Noxubee National Wildlife Refuge,Refuge Map,Map,,map/noxubee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Okefenokee National Wildlife Refuge,Refuge Map,Map,,map/okefenokee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pee Dee National Wildlife Refuge,Hunt Map,Map,,map/pee-dee-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Piedmont National Wildlife Refuge,Cemetery Map,Map,,map/piedmont-national-wildlife-refuge-cemetery.pdf,,National Wildlife Refuge System,,
Pinckney Island National Wildlife Refuge,,Map,,map/pinckney-island-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pocosin Lakes National Wildlife Refuge,,Map,,map/pocosin-lakes-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pocosin Lakes National Wildlife Refuge,Pungo Unit Map,Map,,map/pocosin-lakes-national-wildlife-refuge-pungo-unit.pdf,,National Wildlife Refuge System,,
Pond Creek National Wildlife Refuge,Refuge Map,Map,TRUE,map/pond-creek-national-wildlife-refuge.pdf,2020,National Wildlife Refuge System,,Arkansas
Sabine National Wildlife Refuge,Fishing Map,Map,,map/sabine-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
St. Catherine Creek National Wildlife Refuge,Hunting and Fishing Map,Map,,map/st-catherine-creek-national-wildlife-refuge-hunt-fish.pdf,,National Wildlife Refuge System,,
St. Marks National Wildlife Refuge,Primitive Walking Trails,Map,,map/st-marks-national-wildlife-refuge-primitive-walking-trails.pdf,,National Wildlife Refuge System,,
Tennessee National Wildlife Refuge,Refuge Map,Map,,map/tennessee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Tennessee National Wildlife Refuge,Fishing Map - Duck River Bottoms,Map,,map/tennessee-national-wildlife-refuge-duck-river-bottoms-fishing.pdf,,National Wildlife Refuge System,,
Upper Ouachita National Wildlife Refuge,Hunt Map,Map,,map/upper-ouachita-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Vieques National Wildlife Refuge,Refuge Map in English,Map,,map/vieques-national-wildlife-refuge-english.pdf,,National Wildlife Refuge System,,
